url,label
https://pleasewait1q2.weebly.com/,1
https://resonabank-cohx.top/jp/,1
https://www-sbisec-co-jp.gzjycb.com/ETGate/,1
https://www-sbisec-co-jp.xxsdyz.com/ETGate/,1
https://szkyzn.com/jp,1
http://allegrolokalnie.843534.sbs/oferta/MSI-Suprim-X-RTX-3080-10GB-Karta-Graficzna,1
https://sm7tyz.top/xuroqyrs/,1
https://www-sbisec-co-jp.jhpai.com/ETGate/,1
https://xjdjwx.com/jp/,1
https://resonabank-cojx.top/jp/,1
https://etc-signin.com/login,1
https://etc-signin.com/?token=,1
https://etc-signin.com/,1
https://cu1s-ecure.weebly.com/,1
http://allegro.pl-kategorie759725827491858954.shop,1
https://58jks70.cn/koljin/tep/direct/loging/shink=A4MzY/,1
https://mqhixes.cn/koljin/tep/direct/loging/shink=A4MzY/,1
https://xofxza.cn/koljin/tep/direct/loging/shink=A4MzY/,1
https://fzdsx.cn/koljin/tep/direct/loging/shink=A4MzY/,1
https://jewko.cn/koljin/tep/direct/loging/shink=A4MzY/,1
https://kyjtkl.cn/koljin/tep/direct/loging/shink=A4MzY/,1
https://ws3qbke.cn/koljin/tep/direct/loging/shink=A4MzY/,1
https://bhvuw.cn/koljin/tep/direct/loging/shink=A4MzY/,1
https://rti2apz.cn/koljin/tep/direct/loging/shink=A4MzY/,1
https://rtmj7ka.cn/koljin/tep/direct/loging/shink=A4MzY/,1
https://yrrzo.cn/koljin/tep/direct/loging/shink=A4MzY/,1
https://urirhp.cn/koljin/tep/direct/loging/shink=A4MzY/,1
https://fhrkn.cn/koljin/tep/direct/loging/shink=A4MzY/,1
https://7yhlorj.cn/koljin/tep/direct/loging/shink=A4MzY/,1
https://fzher.cn/koljin/tep/direct/loging/shink=A4MzY/,1
https://ancyfw.cn/koljin/tep/direct/loging/shink=A4MzY/,1
https://mngmor.cn/koljin/tep/direct/loging/shink=A4MzY/,1
https://wbkuhd.cn/koljin/tep/direct/loging/shink=A4MzY/,1
https://bynoksc.cn/koljin/tep/direct/loging/shink=A4MzY/,1
https://azxpde.cn/koljin/tep/direct/loging/shink=A4MzY/,1
https://iykxsuu.cn/koljin/tep/direct/loging/shink=A4MzY/,1
https://uldspsk.cn/koljin/tep/direct/loging/shink=A4MzY/,1
https://pydqkox.cn/koljin/tep/direct/loging/shink=A4MzY/,1
https://jblxvve.cn/koljin/tep/direct/loging/shink=A4MzY/,1
https://lyiyke.cn/koljin/tep/direct/loging/shink=A4MzY/,1
https://mfdzcn.cn/koljin/tep/direct/loging/shink=A4MzY/,1
https://btlrmx.cn/koljin/tep/direct/loging/shink=A4MzY/,1
https://wxqkeon.cn/koljin/tep/direct/loging/shink=A4MzY/,1
https://knefx.cn/koljin/tep/direct/loging/shink=A4MzY/,1
https://knefx.cn/koljin/tep/direct/loging/shink=A4MzY,1
http://allegrolokalnie.pl-oferta449230.cfd,1
http://drabyedek.shop/eUtBYjJ3b2FVKzJMQmhyZzNXblhuNU81YlBEY1B1NEVKZEowY1JRZ3BJL09mWHowU3dMVnNRVUVxeG5NN1F2d0hwSGdvdnZaQXZTbExBK0hNTjZwM3NST3lXQ1JZb0xBVUJSbWljWWpsWjA9,1
https://allegrolokalnie.pl-71643.cfd/oferta/woom-2-rowerek-dzieciecy-czerwony/58102,1
https://phila.revenue-kc.cc/us/,1
https://phila.revenue-kc.cc/us,1
http://allegrolokalnie.op-79661121.cfd,1
https://allegrolokalnie.76826.net,1
http://allegro.pl-oferta263978.icu,1
http://allegro.pl-oferta64236.cfd,1
https://www.dropbox.com/scl/fi/ujvivb22kgouzh7ugalyc/ATT-UPDATE.paper?rlkey=93qwr9qt0n8nlrenk36oja1f2&st=qfj02iua&dl=0,1
https://www.dropbox.com/paper/doc/YN9kvXjmQVAflssfK6jxB?auth_token=cd.AFdU97jeNG5YYuWY3Rj8WMNvpYmhYRRtuYBv-XRyp2zlui0fMiOB4cBzRl5M_6TdpjfB7XaebStwD5sxjpPGu-5LsOudsPAAGsobwvADnb24maxGM43blPiTv7uyHqgykQ2-b5CnM8zI_hBsGzL_e1ctaT4yDLRJuq-75kCYGzDBPWj8P-viJvJam80C-eWkzk_txV4zY3CUrXF3PGVSVy5Gs55zYv29QsB5VKfsPvG4axL3xT49p11QGqOw4A7BLWURJbVX6ONI4KWJ6uEQYqJWoDZCheCj30YMXX5TlgvV2rj1scNeG2kCYUZDlgOBiSt_oWXIQc9egpLyaeJ1mtku9667zcbHfc-kbykJjJpDwMbnKsJTRgzsdbOZUZzwB-TzC_aGW5LH_LBadWydVtWMpDiHpVnZwb6mrlKqra7QDEELL76vbUz7lSNmrXESzr1XHbAXlpcj6BCk_NSeL8FH&doc_id=BIIllNvGLeJOt1UYaLBKV&redirect=https%3A%2F%2Fwww.dropbox.com%2Fscl%2Ffi%2Fujvivb22kgouzh7ugalyc%2FATT-UPDATE.paper%3Frlkey%3D93qwr9qt0n8nlrenk36oja1f2%26st%3Dqfj02iua%26dl%3D0,1
http://allegro.pl-5778018.cfd,1
http://drabyedek.shop/SEMrcGhTSi9GNGMvMHBSMko2d0xVQlBoUTZaZEdDclg4TGRNQVRQN2lveE1adWRiOXdwQ0tWUmJxbzZtcktNZGRobk4xTlJlTkdrOVdUWUgwUkIvMlBBWTQwbU15L25yUGRhM0R1czJYdm89,1
https://allegrolokalnie.pl-kategorie8461248658125682942.shop,1
http://approvinces.de/out.php?email=hcdorsey@bellsouth.net,1
http://allegrolokalnie.pl-oferta64236.cfd,1
http://allegro.pl-oferta341254.sbs,1
http://allegrolokalnie.pl-kategorie759725827491858954.shop,1
http://allegrolokalnie.pl-5778018.cfd,1
http://allegrolokalnie.pl-oferta263978.icu,1
http://allegrolokalnie.pl-oferta341254.sbs,1
https://florida.revenue-xz.life/notice,1
https://tax.utah-gov-lh.life/notice,1
https://pay.finalizaracordobr.org/pix/gdVpkP6Z?name=Anderson+Lima+Neves+De+Souza&amp;amp;telephone=&amp;amp;document=37271281860,1
http://allegrolokalnie.oferta2475643845.icu,1
https://allegrolokalnie.pl-5128512.cfd/oferta/karta-graficzna-geforce-rtx-4060-ti-gaming-slim-16gb-ddr6-gwarancja/y1y3U71FxJnPKaT4Sb,1
https://phila.revenueft.cc/us/,1
https://phila.revenueft.cc/us,1
https://allegrolokalnie.pl-oferta51892192.icu/,1
https://activmembrship.com/,1
https://activmembrship.com/captcha,1
https://www.activmembrship.com/captcha,1
https://phila.revenuede.cc/us,1
https://phila.revenuede.cc/us/,1
https://phila.revenue-mj.cc/us,1
https://phila.revenue-mj.cc/us/,1
https://tax.utah-gov-ty.life/notice,1
https://phila.revenue-sc.cc/us,1
https://phila.revenue-sc.cc/us/,1
https://bhdaumentos2025enlinea.vercel.app/,1
https://allegrolokalnie.pl-kategorie846189746812456724.shop,1
https://allegro.pl-kategorie846189746812456724.shop,1
https://allegro.pl-oferta022348.top,1
https://allegro.pl-oferta75123615438127.cfd,1
https://allegrolokalnie.pl-ogloszenie-438963.rest,1
https://allegrolokalnie.pl-oferta75123615438127.cfd,1
http://allegro.pl-oferta23678.top,1
https://nj.com-cazuy.vip/refund/,1
